text;audiofile
One of the aqualish smugglers who comes by here regularly likes to play a bunch, and I kind of picked up the habit from him.;
I've actually gotten pretty good at it myself. I'll play you a couple rounds if you want. Be warned, though, I don't play for small amounts.;
Sure, let's play.;
Right. This is going to be fun.;
I don't have a deck.;
Hm... well I have a couple extras. I could sell you one for 100 credits. You want it?;
Here you go.;
Thanks. Here's your deck. Now I'll show you how to play.;
[Force Persuade] Give me the deck.;
[Success] Damn, I don't really need the money anyway. Here, take it.;
Now I'll show you how to play.;
Can I buy a Pazaak deck off you?;
Sure, it'll be 100 credits.;
I think you have gizka loose...;
Yeah I know... Some damn smugglers must have brought them and one escaped. Good luck trying to get them all, though. Those things breed like... like gizka!;
If you see any around, just squish the damn thing!;
What did those Trandoshans want?;
They want me to give them more of my inventions... stuff that I haven't even finished working on yet!;
Ever since Davik went down, the Exchange has been a non-factor in these parts. The Trandoshans are trying to muscle in on all the old Exchange businesses now.;
Maybe I can still work something out with them... Thank you for being here, though. It might have gone less... pleasantly if you hadn't shown up.;
Is there something else you want?;
I'll be leaving now.;
Eh? Hm.. Well, suit yourself. I'll probably be here if you get back... Ha!;
Now it seems they might be trying for a power grab now that the Exchange is down... I don't know what's going to happen next, but it doesn't look good.;
Now all bets are off. I have a few supplies tucked away, but I can't stay here forever. I know they'll be back as well. But that's something to think about another time.;
What do they want with you?;
I'd like to ask you something else.;
Who are the smugglers?;
Rodians, aqualish, Twi'leks, whatever... They all work an organization called the Exchange. You might have heard of them.;
They run smuggling operations all over the galaxy. Weapons, slaves, whatever someone's willing to pay the price for.;
They found my talents very useful.;
Like the Trandoshans, they get me to patch up and upgrade what they bring, and pay me well for it. They also bring news and supplies.;
Do you have any gadgets you'd be willing to sell me?;
So you're from this system?;
Well... not exactly. See, I'm not as young as I look. Actually, I'm pretty old by most standards. I've been here since the war, really.;
Were you in the war?;
The Sith were building a whole lot of temples on Yavin IV by Exar Kun's order, and they needed people to build it for them... so they got slaves.;
Most of the slaves were put to work on the buildings directly, but there are a lot of other things you need to make a planet a working base. Weapons, for instance.;
So they forced some Baragwin to work for them making weapons. You know Baragwin, right?;
And I was one of the ones working under the Baragwin. I guess you could say I had the talent for it. The Baragwin I worked for, he took me under his wing and made me his apprentice, even...;
But almost all of them died when the Republic destroyed the place, so I guess it's useless to think about it.;
Who are the Baragwin?;
You don't know who the Baragwin are? They're the best damn weapons merchants in the galaxy, that's who they are!;
They were in space selling arms to the highest bidder before my species even got off our homeworld.;
Their weapons are the highest quality you can find, too. Better than either the Republic OR the Sith.;
Do you have any Baragwin equipment?;
I might have a couple. You want to take a look?;
Sure.;
[Force Persuade] You want to give me all your inventions.;
[Failure] I... What? No I don't! I don't know what you're trying to pull, but don't do it again!;
Now do you want to buy something or not?;
Let's see what you have.;
I'm not interested in that right now.;
Suit yourself, suit yourself.;
[Force Persuade] You can cut me a deal.;
[Success] Well, yeah, sure, I guess I can. You have a good face I think.;
A little odd, perhaps... but good.;
I'm not really interested in more questions right now.;
Eh? Sure, sure.;
You were a slave?;
Well, yeah, kind of. More like forced labor, really. We worked, or we died. Life gets really simple when someone puts it to you like that.;
We didn't have it near as bad as the ones who were actually building the temples themselves, though. I wouldn't be surprised if not a single one saw the temples completed.;
Did you get brought here?;
You're an inventor?;
Maybe a little. I just tinker with stuff I've found lying around the ruins on Yavin IV, or that the Trandoshans and smugglers bring me. Of course, with them it's usually weapons and things...;
But I just have so many ideas that people haven't seemed to come up with yet. It's really quite astonishing.;
There's stuff on Yavin IV?;
Eh? Well, there's the old ruins from Exar Kun's war on that moon. But I've been here over 50 years and I can tell you it's been picked pretty clean by now. If I haven't found it, it's not there. All that's left is rubble.;
Have you found anything useful?;
Some. Some things I'm still tinkering with, trying to get them working. Mostly I modify some of the things the Trandoshans and smugglers bring me and make them work better.;
What kinds of things do you work on?;
Oh, all kinds. Weapons, armor, implants, computers. My interests are as varied as the fields they apply to... which is just about everything, heh.;
I've scavenged what I could from the ruins on Yavin IV and I've been tinkering with it for a while.;
Do you know anything about ancient Star Maps or the 'Star Forge'?;
Eh? Never heard of them, or it. There were plenty of artifacts on Yavin IV, but no Forges or whatever.;
If that's all you're interested in, you'll probably want to try another system.;
How did you know Davik?;
He used to come here every once in a while to trade. He worked for the Exchange... big-time smugglers. The Trandoshans didn't really want to get on his bad side, so they let it go.;
But now that he's gone, things are a bit more... uncertain.;
[Force Persuade] Give them to me.;
[Failure] Sure, I can just... What? No, no, I can't do that. You trying to trick me or something?;
Don't try stuff like that around here, kid. It won't work.;
So what's with you and Yavin IV?;
Tell me about Exar Kun.;
Exar Kun was a Jedi... to start at least. He came here to Yavin and landed on the fourth moon... the one you can see through the window.;
There were some ancient Sith temples there, and in them Exar Kun gained terrible powers. He raised the Sith and waged a war against the Republic... much like what seems to be happening today.;
But Exar Kun was far more powerful than any Sith Lord who has come since. The very ground trembled beneath his feet and when he looked at you, you just... just...;
But that's all in the past now. I've got my life of staying here and tinkering with the stuff I've found in the ruins and the things the Trandoshans bring me.;
Tell me about the Great Sith War.;
Not much to tell. The Sith Lord Exar Kun tried to take on the galaxy. He lost, of course. They always seem to.;
What about this station?;
Why are you here?;
Hm... you're good, I have to admit that.;
I can't keep up with a player like you. You're just too good.;
But I respect that. Tell you what, I'll give you a discount on anything in my store 'cause of that. Special deal just for you.;
But I still think I can beat you a couple more times. You interested?;
Hah! I still got it!;
But don't feel bad, kid, it happens all the time. Heh.;
Interested in another game?;
Eh? Eh?! Who is that? What do you want? I recognize your ship... Davik's, isn't it?;
But who are you? You new or something?;
Yeah, I'm new. Very new.;
You don't sound like a Trandoshan, and you're not one of Davik's... Who are you? What do you want?;
I'm a Republic soldier.;
Republic, eh? The Republic hasn't been here in 50 years... don't see why they'd start now.;
Still, I have nothing against the Republic, so as long as you don't get all worked up, I guess I can let you in.;
It would be nice to have someone to talk to for a change... Trandoshans and smugglers aren't exactly stunning conversationalists.;
Trandoshans and smugglers? What are you talking about?;
They come by here every once in a while, it's how I keep in the loop, you know. But Trandoshan lizard-speak is kind of hard to follow and they have pretty limited imaginations...;
Smugglers aren't much better either...;
Look, this is getting kind of awkward through this door, if you'll just hold on a minute, I'll open this damn thing up and we can talk more face to face.;
Just have to fiddle with this damn door lock... thing keeps jamming...;
There we go.;
What are you doing here?;
I don't have time to stick around in this airlock... Let me in!;
Yeah, yeah, don't get antsy, I'll get there. Just have to fiddle with this damn door lock... thing keeps jamming...;
[Force Persuade] Open this door. I am your friend.;
[Success] Yes... I'll open the door for you, friend.;
I work for the Republic.;
I'm trying to save the galaxy from the Sith.;
Eh? Sith? They haven't been here in 50 years... not since the last war. Don't see why they'd start making a habit of it now...;
Still, all my business with the Sith is old news. Politics ain't my affair, so as long as you don't get all worked up, I guess I can let you in.;
